CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,MeanBalance_Neighbors,Balance_to_Salary,IsHighCreditScore
615,Germany,0,44,9,126104.98,2,0,1,110718.02,0,122369.19030000002,1.1389640190095613,0
850,Germany,1,51,4,124425.99,1,0,0,118545.49,1,122900.59140000002,1.0495965759930976,1
604,France,0,40,1,0.0,2,1,0,123207.17,0,0.0,0.0,0
668,Spain,1,34,0,0.0,1,0,0,99984.86,0,20772.870000000003,0.0,0
594,Spain,0,38,10,0.0,2,1,0,58332.91,0,1088.2874,0.0,0
470,France,1,30,3,101140.76,1,1,1,50906.65,0,116571.90959999998,1.9867497321129535,0
701,Germany,1,41,0,150844.94,1,0,1,127623.36,0,131951.6997,1.181944732181223,1
664,Spain,1,35,1,115024.5,1,0,1,169665.79,0,114876.90270000002,0.6779435150508829,0
477,France,0,30,6,131286.46,1,1,0,194144.45,0,124367.39990000002,0.6762273336820409,0
756,France,0,42,9,0.0,2,1,0,35673.42,0,0.0,0.0,1
625,France,0,40,7,141267.67,1,0,1,177397.49,0,129134.11940000001,0.7963296079915901,0
703,Spain,1,73,5,137761.55,1,1,1,159677.46,0,125353.3893,0.8627434783627046,1
646,France,1,30,7,0.0,2,1,0,153566.97,0,0.0,0.0,0
650,France,1,33,0,98064.97,1,1,0,52411.99,0,110597.96529999998,1.8710050695447829,0
664,France,0,31,9,114519.57,2,0,1,79222.02,0,115192.78770000002,1.4455340127149912,0
682,Germany,0,29,6,101012.77,1,0,0,32589.89,1,115275.7054,3.0994173525178357,0
725,France,0,44,10,0.0,1,0,1,93777.61,0,10049.2428,0.0,1
553,Germany,1,46,3,82291.1,1,1,0,112549.99,1,106602.36260000002,0.731145057009272,0
576,France,1,39,9,84719.98,1,0,0,191063.36,0,102218.2323,0.4434106915596399,0
608,Spain,0,56,5,0.0,2,0,1,153810.41,0,2689.405,0.0,0
850,France,0,39,0,104386.53,1,1,0,105886.77,0,115766.41330000001,0.9858223475666736,1
627,France,1,31,8,128131.73,1,1,0,96131.47,0,124240.0079,1.3328663041738134,0
667,France,1,44,2,122806.95,1,0,0,15120.86,0,117515.39730000001,8.121153746959699,0
548,Spain,1,44,8,0.0,1,1,0,16989.77,0,19982.7209,0.0,0
774,France,1,76,4,112510.89,1,1,1,143133.18,0,116859.01770000001,0.7860518710485505,1
794,Germany,1,57,3,117056.46,1,1,0,93336.93,1,116529.17480000001,1.2541145919992014,1
497,Germany,0,55,7,131778.66,1,1,1,9972.64,0,121629.358,13.212694663132018,0
587,France,0,36,1,70784.27,1,1,0,30579.82,0,88866.59129999999,2.314662262163016,0
850,France,0,29,10,0.0,2,1,1,199775.67,0,3992.3579,0.0,1
722,France,1,46,5,0.0,2,1,0,179908.71,0,0.0,0.0,1
555,Spain,0,35,1,0.0,2,1,0,101667.0,0,519.4995,0.0,0
609,Germany,1,38,6,140752.06,2,0,1,171430.16,0,127043.83769999999,0.8210412856099206,0
734,Spain,0,39,6,92126.26,2,0,0,112973.34,0,108439.7908,0.8154618119477396,1
718,Germany,0,39,7,93148.74,2,1,1,190746.38,0,112374.86640000004,0.48833561960326793,1
645,Spain,0,49,5,110132.55,3,0,1,187689.91,1,110445.4191,0.586776152345364,0
598,Spain,0,23,6,0.0,2,1,0,153229.19,0,612.747,0.0,0
628,Germany,1,50,4,122227.71,1,0,1,14217.77,1,119789.86520000001,8.59622245806072,0
629,Germany,1,40,2,121647.54,2,1,1,64849.74,1,122875.73159999998,1.8758080478341497,0
739,Germany,1,58,1,110597.76,1,0,1,160122.66,1,118210.63760000002,0.6907021735576117,1
653,France,0,60,2,120731.39,4,1,1,138160.11,1,94203.3529,0.8738449625947563,0
711,France,1,28,8,0.0,2,1,1,64286.39,0,0.0,0.0,1
783,Spain,1,38,1,0.0,3,1,1,80178.54,1,5388.906800000001,0.0,1
681,France,1,38,6,153722.47,1,1,0,101319.76,0,139483.0097,1.5171863100908443,0
712,France,1,34,8,114088.32,1,1,0,92794.61,0,119592.89889999999,1.2294581607901496,1
554,France,0,48,7,0.0,2,1,1,63708.07,0,0.0,0.0,0
611,France,0,37,6,0.0,2,1,0,110782.88,0,0.0,0.0,0
560,Germany,1,41,4,152532.3,1,0,0,10779.69,0,132666.4902,14.148658388284979,0
646,Spain,1,32,1,0.0,2,1,0,183289.22,0,1620.6692,0.0,0
680,France,1,34,3,143292.95,1,1,0,66526.01,0,132545.1516,2.153906360739796,0
631,France,1,26,1,149144.61,1,0,1,123697.95,0,132240.10080000001,1.205706354015131,0
746,France,1,36,9,127157.04,1,1,1,155700.15,0,120413.93350000003,0.8166737368349559,1
654,Germany,1,43,9,84673.17,2,0,1,82081.35,0,105135.51930000001,1.0315636674632243,0
687,Germany,1,33,9,135962.4,2,1,0,121747.96,0,126398.08759999998,1.1167438309123954,0
708,Germany,1,32,3,151691.44,2,1,1,172810.51,0,132896.0591,0.8777855132450378,1
679,Germany,0,32,0,88335.05,1,0,0,159584.81,0,109945.87759999999,0.5535269708503532,0
636,France,0,45,7,139859.23,1,1,1,108402.54,0,133774.8869,1.290172165964322,0
695,France,1,45,9,43134.65,1,0,1,77330.35,0,47148.8304,0.5577899519405778,0
677,France,1,42,5,99580.13,1,1,0,21007.96,0,110605.99909999996,4.739888599911657,0
720,France,0,34,6,110717.38,1,1,1,9398.45,0,117520.04109999999,11.7791338854933,1
780,France,0,37,3,0.0,2,0,0,182156.81,1,1126.876,0.0,1
653,Spain,0,36,3,0.0,2,0,0,110525.6,0,0.0,0.0,0
674,France,0,28,3,0.0,1,1,0,51536.99,0,8653.7043,0.0,0
620,Germany,1,40,5,108197.11,2,1,0,49722.34,0,115275.39929999999,2.1759823455141993,0
623,France,1,40,6,0.0,2,1,1,66119.07,0,0.0,0.0,0
547,France,0,29,6,104450.86,1,1,1,37160.28,0,114613.2382,2.8107444092345584,0
530,France,1,39,2,0.0,2,1,0,197923.05,0,992.3173999999999,0.0,0
746,France,0,34,4,0.0,1,0,1,65166.6,0,5733.573600000001,0.0,1
512,France,0,31,7,0.0,2,0,0,49326.07,0,0.0,0.0,0
630,France,1,40,8,0.0,2,1,1,42495.81,0,0.0,0.0,0
570,Spain,1,21,7,116099.82,1,1,1,148087.62,0,118486.31769999997,0.7839888034610628,0
605,France,1,39,6,111169.91,1,0,0,9641.4,0,113793.1647,11.529277980585746,0
530,Spain,1,37,4,0.0,2,1,1,164844.37,0,1260.5935,0.0,0
813,Germany,0,25,5,123616.43,1,0,1,132959.33,0,120511.86350000002,0.9297241515570848,1
704,Spain,0,37,9,155619.58,1,1,1,135088.58,0,132090.7944,1.151973231392088,1
565,Germany,1,31,2,89558.39,2,1,1,4441.54,0,108835.32049999999,20.1592759997659,0
645,Spain,1,45,4,0.0,1,0,1,174916.85,1,14928.9872,0.0,0
526,Germany,0,32,6,131938.92,2,1,1,1795.93,0,124464.4911,73.42462978524483,0
778,France,0,33,9,151772.63,2,0,0,180249.94,1,129586.88169999998,0.8420074258697348,1
677,France,0,72,8,0.0,2,1,1,153604.44,0,12730.8216,0.0,0
588,France,0,64,3,0.0,1,1,1,189703.65,0,16878.3975,0.0,0
488,France,0,22,6,0.0,2,1,1,66393.89,0,1210.0273,0.0,0
519,France,1,39,1,97700.02,1,1,1,30709.03,0,109085.79879999999,3.1813716886632806,0
709,France,1,31,6,0.0,2,1,1,71009.84,0,0.0,0.0,1
642,Germany,0,56,6,103244.86,2,1,0,143049.72,1,114730.8916,0.7217360387979872,0
710,Germany,1,34,8,147833.3,2,0,1,1561.58,0,127486.30810000001,94.60846804643602,1
653,France,0,46,5,0.0,2,1,0,49707.85,0,0.0,0.0,0
743,France,1,71,0,0.0,2,0,1,29837.65,0,13973.829299999998,0.0,1
418,France,0,39,2,0.0,2,0,0,9041.71,0,5017.6901,0.0,0
670,Germany,0,33,9,84521.48,2,0,1,198017.05,0,111283.0076,0.4268372504425733,0
723,Germany,0,28,5,91938.31,1,1,0,143481.85,0,105453.6813,0.6407616659412605,1
549,Germany,1,45,6,124240.93,1,1,1,146372.51,0,122521.58969999998,0.8487938152197073,0
543,France,0,42,5,0.0,2,0,0,101905.34,0,0.0,0.0,0
595,Spain,1,37,2,157084.99,1,1,0,134767.13,0,132460.1993,1.1655944918134575,0
673,Germany,0,25,3,108244.82,2,1,1,103573.96,0,114615.09399999998,1.0450867661450218,0
741,France,0,21,9,0.0,2,0,1,139259.54,0,0.0,0.0,1
508,Germany,0,41,5,82161.7,2,1,0,187776.49,0,100166.5654,0.4375481853549113,0
662,Germany,1,59,2,104568.41,1,1,0,8059.44,1,115201.3921,12.973039933303891,0
752,France,0,36,2,119912.46,1,1,0,124354.92,0,119613.2618,0.9642682069337754,1
809,France,1,36,9,68881.59,2,0,1,109135.11,0,54557.912200000006,0.631153061988374,1
575,Spain,1,30,2,0.0,2,1,1,82222.86,0,519.4995,0.0,0
591,Spain,0,40,1,86376.29,1,0,1,136767.16,1,104613.2517,0.6315526216043266,0
643,Spain,0,45,9,150840.03,2,1,0,155516.35,0,131055.86109999995,0.969924127436585,0
698,Germany,1,55,8,155059.1,2,1,1,144584.29,0,131881.50110000002,1.072440356830214,0
496,France,0,29,4,0.0,2,1,0,164806.89,0,0.0,0.0,0
597,France,1,44,8,78128.13,2,0,1,109153.04,0,78956.007,0.7157603145059954,0
603,Germany,1,46,4,98899.76,2,1,1,86190.34,0,114804.35069999998,1.1474442792048483,0
655,Spain,1,37,1,0.0,1,1,1,106040.97,0,17265.0039,0.0,0
431,France,1,63,6,160982.89,1,1,1,168008.17,0,130493.11190000002,0.9581791874812547,0
620,France,0,70,3,87926.24,2,1,0,33350.26,1,59966.65059999999,2.636369360557892,0
782,France,0,35,4,0.0,1,1,1,119565.34,0,8508.879099999998,0.0,1
581,Spain,1,46,2,79385.21,2,0,0,188492.82,0,74759.9743,0.42115550525741374,0
553,Germany,1,53,5,127997.83,1,1,0,165378.66,1,122428.40400000001,0.773963557549943,0
658,France,1,44,2,168396.34,1,1,1,14178.73,0,138191.94169999997,11.875849540153444,0
686,Germany,1,43,2,134896.03,1,1,1,97847.05,0,125381.0782,1.3786276783236866,0
539,Spain,1,36,6,0.0,3,1,1,118959.64,0,4565.158299999999,0.0,0
685,France,0,50,6,94238.75,2,1,1,50664.07,1,108360.1167,1.8600339444907508,0
850,France,1,29,1,0.0,2,0,0,152996.89,0,2630.2144,0.0,1
763,Spain,0,39,7,0.0,2,1,0,19458.75,0,675.6275999999999,0.0,1
634,Germany,1,43,3,212696.32,1,1,0,115268.86,0,156286.5018,1.8452032474056965,0
567,France,1,59,3,0.0,2,1,0,25843.7,1,4362.388099999999,0.0,0
539,France,1,39,3,139153.68,2,1,0,147662.33,0,129162.623,0.9423712711883174,0
764,France,1,41,7,0.0,2,0,0,134878.34,0,0.0,0.0,1
653,France,0,40,0,0.0,2,1,0,35795.85,0,0.0,0.0,0
566,Spain,1,44,5,0.0,2,1,0,66462.79,0,753.0285,0.0,0
714,Germany,1,29,6,92887.13,1,1,1,69578.49,0,108943.08600000001,1.3349785978598003,1
580,Spain,0,65,1,0.0,2,0,1,103182.46,0,11768.013399999998,0.0,0
548,France,1,29,5,83442.98,1,0,1,177017.39,0,105952.64989999999,0.4713802899235497,0
646,Germany,0,36,6,144773.29,2,1,0,53217.3,0,130514.47959999999,2.72036667837943,0
622,Germany,0,52,9,111973.97,1,1,1,162756.29,1,118441.0525,0.6879812879656573,0
706,France,0,35,8,178032.53,1,0,1,42181.68,0,147323.59069999997,4.220512542114442,1
680,France,1,23,5,140007.19,1,0,1,31714.08,0,127393.0779,4.414530564009298,0
698,France,1,37,5,98400.61,2,0,0,25017.28,0,113264.5903,3.933148481830086,0
581,Spain,0,46,1,0.0,2,1,0,104272.04,0,682.3851,0.0,0
728,Germany,1,45,3,108924.33,2,1,0,84300.4,1,113810.40759999999,1.292082100653133,1
707,Spain,0,32,4,132835.56,1,0,0,136877.24,0,122245.05760000001,0.9704651374827731,1
761,France,0,26,1,0.0,2,1,1,199409.19,0,2073.6834000000003,0.0,1
483,Germany,1,41,1,118334.44,1,0,0,163147.99,1,121088.69789999998,0.7253151858310616,0
736,Germany,0,25,9,81732.88,2,1,0,136497.28,0,109020.31060000001,0.5987832227629535,1
716,Germany,1,66,5,121411.9,1,0,0,10070.4,1,119612.11950000002,12.055116468415513,1
654,France,1,32,9,121455.65,1,1,0,190068.53,1,119308.42100000002,0.6390064204399306,0
649,Spain,1,20,5,0.0,2,1,1,58309.54,0,658.4836,0.0,0
649,France,1,46,5,0.0,2,1,1,76946.6,0,520.1608,0.0,0
612,France,0,31,8,117989.76,1,1,1,54129.86,0,118173.44450000001,2.179713383456313,0
657,Spain,1,40,10,0.0,2,1,1,52990.7,0,2505.5851000000002,0.0,0
511,France,0,31,5,137411.29,1,0,1,161854.98,0,125982.09169999998,0.8489725866168182,0
682,France,1,61,10,73688.2,1,1,1,172141.33,0,94072.2358,0.42806554320485846,0
748,Spain,1,58,9,122330.7,2,0,1,124429.19,0,119368.30870000001,0.9831271655214864,1
554,Germany,1,43,5,99906.89,1,0,0,24983.39,0,115253.91070000001,3.998772433507482,0
794,Spain,0,28,5,0.0,2,0,1,86699.98,0,0.0,0.0,1
807,France,0,47,9,167664.83,1,0,0,125440.11,1,133644.60520000002,1.3366019321735911,1
594,France,0,34,7,141525.55,1,0,0,9443.15,0,126522.81079999998,14.985525431086968,0
652,Spain,0,33,3,124832.51,1,1,0,195877.06,0,118041.3618,0.637297051032668,0
729,France,0,34,9,132121.71,1,0,1,105409.31,0,125891.69009999998,1.2534040550682375,1
625,France,1,39,2,0.0,2,1,0,100403.05,0,0.0,0.0,0
597,Germany,0,60,0,78539.84,1,0,1,48502.88,0,105924.5693,1.6192486044415415,0
657,Germany,0,38,5,123770.46,1,0,0,47019.66,1,121376.8387,2.632256969595918,0
633,France,1,43,5,0.0,2,1,1,48249.88,0,0.0,0.0,0
663,Germany,1,49,7,116150.65,3,1,1,84358.71,1,116674.42689999999,1.3768498018781712,0
535,France,1,47,0,160729.1,1,0,1,145986.35,0,133113.9843,1.1009796396742595,0
702,France,0,29,10,88378.6,1,1,0,88550.28,0,108052.8475,0.9980499434903709,1
712,France,1,33,2,182888.08,1,1,0,3061.0,0,143770.8369,59.72830829523187,1
607,France,1,31,8,0.0,2,1,1,43196.5,0,0.0,0.0,0
476,France,1,37,4,0.0,1,1,1,55775.84,1,11694.078599999999,0.0,0
748,Spain,0,23,8,85600.08,1,0,0,134077.71,0,107195.74309999999,0.6384315600888464,1
815,France,1,35,4,0.0,2,0,1,198490.33,0,2070.6067,0.0,1
602,France,1,32,10,0.0,2,1,1,116052.92,0,731.9452,0.0,0
649,Germany,1,40,4,95001.33,1,0,1,123202.99,0,108451.01719999999,0.7710897187664133,0
551,Spain,1,27,2,113873.22,1,1,1,85129.77,1,120364.65359999999,1.3376270413153786,0
509,France,1,30,6,0.0,2,1,0,180598.86,0,0.0,0.0,0
685,Spain,1,40,7,74896.92,1,1,0,198694.2,0,95526.5963,0.37694378122873623,0
536,France,0,22,5,89492.62,1,0,0,42934.43,0,109078.8118,2.084353644530869,0
711,Spain,1,38,3,128718.78,1,0,0,114793.45,0,121710.0944,1.1212979373131715,1
761,Spain,1,27,8,0.0,2,1,0,63297.7,0,1911.7107,0.0,1
535,France,0,49,3,0.0,1,0,0,61820.41,1,8908.5122,0.0,0
566,Germany,1,22,7,144954.75,2,1,0,102246.0,0,131916.667,1.4176919616223458,0
620,Spain,1,21,9,0.0,2,0,0,154882.79,0,3632.5916,0.0,0
837,Germany,1,37,6,94001.61,2,1,0,140723.05,0,111064.71479999997,0.667985394109962,1
685,France,0,40,7,0.0,1,1,0,72852.74,1,4055.022,0.0,0
673,France,1,65,0,0.0,1,1,1,85733.33,0,22078.3391,0.0,0
638,France,1,24,1,0.0,2,0,1,162597.15,0,0.0,0.0,0
614,France,1,46,4,0.0,1,1,0,74379.57,1,5047.3551,0.0,0
626,France,0,44,2,0.0,1,0,1,173117.22,1,4180.6655,0.0,0
834,Spain,1,38,8,0.0,2,1,1,66485.26,0,1336.4221,0.0,1
691,France,1,24,6,0.0,2,1,1,92811.2,0,567.3847000000001,0.0,0
706,Spain,1,38,8,0.0,2,0,1,46635.11,0,1369.9715999999999,0.0,1
633,France,1,37,7,141546.35,1,1,1,124830.11,0,130707.57309999998,1.1339028388035644,0
644,Germany,0,32,8,141528.88,1,1,1,167087.34,1,124494.6627,0.8470302595620975,0
666,France,1,30,7,109805.3,1,0,1,163625.56,0,114582.6583,0.6710725935936073,0
708,France,1,32,10,86614.06,2,1,1,172129.26,0,88006.64480000001,0.5031890383480511,1
496,Germany,0,59,7,91680.1,2,1,0,163141.18,1,107126.38810000001,0.5619644165598376,0
730,Germany,1,38,0,38848.19,2,0,0,94003.11,0,36344.6699,0.4132605478632796,1
696,Spain,1,40,3,153639.11,1,1,1,138351.68,0,134072.26100000003,1.1104888607867949,0
809,Spain,1,80,8,0.0,2,0,1,34164.05,0,25021.436400000002,0.0,1
701,Spain,0,33,7,123870.07,1,1,0,97794.71,0,120968.96809999998,1.2666206932798996,1
604,France,1,30,5,0.0,2,1,0,75786.55,0,0.0,0.0,0
665,France,1,39,10,46323.57,1,1,0,136812.02,0,50914.81769999999,0.3385903622330682,0
639,France,0,60,5,162039.78,1,1,1,84361.72,1,134032.4647,1.9207510141920507,0
696,France,1,19,1,110928.51,1,1,1,2766.63,0,114788.202,40.080686363422856,0
520,France,1,38,5,0.0,2,1,0,163185.76,0,335.6395,0.0,0
545,Germany,1,53,5,114421.55,1,1,0,180598.28,1,116602.8069,0.6335659256227378,0
634,Germany,0,29,8,130036.21,2,0,1,69849.55,0,127164.0555,1.8616347330121237,0
750,France,0,26,1,151510.17,2,1,1,19921.72,0,130383.4228,7.604893809680606,1
530,Spain,0,41,4,0.0,2,0,1,147606.71,0,478.6969,0.0,0
589,France,0,59,2,0.0,2,1,1,126160.24,1,1798.8315999999998,0.0,0
654,France,1,37,6,83568.55,1,1,0,47046.72,0,101960.72340000002,1.7762507938748149,0
648,France,0,43,7,139972.18,1,1,0,143668.58,0,132852.38679999998,0.97426455899711,0
835,Spain,1,45,3,100212.13,1,1,0,152577.62,0,108570.26910000002,0.656790119087458,1
446,France,0,39,1,90217.07,1,1,0,191350.48,0,110036.3627,0.47147307143900846,0
514,Spain,1,66,9,0.0,2,1,1,14234.31,0,14577.007100000003,0.0,0
694,Germany,1,33,4,124067.32,1,1,1,77906.87,0,120322.36230000002,1.592487639567094,0
554,Spain,1,46,4,0.0,2,0,1,57320.92,0,1582.431,0.0,0
720,Germany,0,57,1,162082.31,4,0,0,27145.73,1,119620.61429999997,5.9706016157378805,1
641,Germany,0,51,2,117306.69,4,1,1,26912.72,1,101629.51289999999,4.358620435970947,0
813,France,1,32,1,122889.88,1,1,1,26476.18,0,121368.38990000001,4.641350778292854,1
480,France,1,40,6,148790.61,1,0,1,79329.7,0,131303.3251,1.8755741472090879,0
811,France,1,46,9,180226.24,1,1,0,13464.64,1,140709.71680000002,13.38415700998987,1
715,Germany,0,32,3,104857.19,2,1,0,114149.8,0,110128.6445,0.918584801858594,1
620,Spain,1,31,2,166833.86,2,1,1,135171.6,0,139376.267,1.2342283865221204,0
721,France,1,42,4,102936.72,1,0,0,1187.88,0,113692.7561,86.5829351995155,1
772,Germany,0,48,6,108736.52,1,1,0,184564.67,1,120554.609,0.5891481335613498,1
680,Germany,1,44,0,129974.79,2,1,1,33391.38,0,124806.79569999996,3.8923487933474643,0
535,France,1,38,8,85982.07,1,1,0,9238.35,0,108105.6011,9.306073479194966,0
655,France,0,20,7,134397.61,1,0,0,28029.54,0,127061.9926,4.794685011419687,0
660,France,1,63,8,137841.53,1,1,1,42790.29,0,127644.71149999999,3.221252035168839,0
762,Germany,1,56,10,100260.88,3,1,1,77142.42,1,107634.353,1.299668591306945,1
662,Germany,1,39,5,139822.11,2,1,1,146219.9,0,126679.9302,0.9562388824032678,0
463,Germany,0,41,8,123151.51,2,1,0,70127.93,0,121527.37989999999,1.756072850391415,0
501,Germany,1,27,4,95331.83,2,1,0,132104.76,0,111567.94589999999,0.7216326525050838,0
603,Spain,0,42,6,0.0,1,1,1,90437.87,0,11843.848899999999,0.0,0
688,Spain,1,37,7,138162.41,2,1,1,113926.31,0,128536.3698,1.2127242361818251,0
430,France,1,38,9,0.0,2,1,1,12050.77,0,887.5894999999999,0.0,0
632,Germany,1,48,6,126066.26,1,1,0,64345.61,1,123072.80429999997,1.9591748500814572,0
601,Spain,0,42,4,96763.89,1,1,1,199242.65,0,110692.597,0.4856560798800865,0
769,France,0,38,2,0.0,2,0,0,75578.67,0,0.0,0.0,1
551,France,1,42,2,139561.46,1,1,0,43435.43,1,127725.46289999998,3.213004844090548,0
841,France,0,52,5,0.0,1,0,0,183239.71,1,12480.915400000004,0.0,1
469,Spain,0,31,6,0.0,1,1,0,146213.75,1,19231.746499999997,0.0,0
479,Spain,1,27,2,172463.45,1,1,1,40315.27,0,132998.0504,4.277763047027912,0
701,France,1,37,8,107798.85,1,1,0,16966.73,0,118013.4009,6.353168632457023,1
593,France,1,36,2,70181.48,2,1,0,80608.12,0,61785.0442,0.8706394512184229,0
738,Spain,1,38,5,177997.07,1,0,1,19233.41,0,142518.3744,9.25409565461067,1
635,Spain,1,31,1,0.0,2,1,0,135382.23,0,658.1235,0.0,0
658,France,1,32,8,0.0,1,1,1,80410.68,0,4918.7384,0.0,0
687,Spain,0,36,5,0.0,1,1,0,17696.22,0,19644.480799999998,0.0,0
650,France,1,37,9,0.0,2,1,0,17974.08,0,0.0,0.0,0
720,Spain,1,21,2,123200.78,1,1,1,180712.28,0,118931.31640000001,0.6817472407119167,1
602,France,0,63,7,0.0,2,1,1,56323.21,0,2721.6991000000003,0.0,0
618,Spain,1,33,4,0.0,2,1,1,77550.18,0,598.9385,0.0,0
803,Germany,1,41,9,137742.9,2,1,1,166957.82,0,127310.844,0.8250112213299063,1
793,France,0,63,9,116270.72,1,1,1,184243.25,0,116173.55290000001,0.6310683779819451,1
616,Germany,1,41,10,113220.2,2,1,1,114072.91,0,119231.36919999999,0.9925161678073452,0
550,Spain,1,51,5,0.0,2,1,0,153917.41,0,2309.6476000000002,0.0,0
602,France,0,56,3,115895.22,3,1,0,4176.17,1,110966.0232,27.744913422245205,0
452,France,0,60,6,121730.49,1,1,1,142963.29,0,119139.44699999999,0.8514747983569882,0
655,Spain,0,28,3,113811.85,2,0,1,76844.23,0,116600.66580000002,1.4810528903355487,0
510,France,0,26,6,136214.08,1,0,0,159742.33,0,126863.85650000004,0.8527059001461907,0
557,France,1,39,8,146200.01,1,1,0,177944.64,0,129531.44790000001,0.8215992816682668,0
676,France,1,37,10,106242.67,1,1,1,166678.28,0,111681.53300000001,0.6374077809791355,0
640,France,0,29,4,0.0,2,1,0,44904.26,0,0.0,0.0,0
529,Spain,1,31,6,0.0,1,1,0,10625.91,0,19942.2694,0.0,0
559,France,1,45,8,24043.45,1,0,1,169781.45,1,26561.651299999998,0.14161328217374647,0
689,France,0,58,5,0.0,2,0,1,49848.86,0,2364.9013,0.0,0
626,Germany,1,39,10,132287.92,3,1,1,51467.92,1,123212.56120000003,2.5702486082863216,0
697,Spain,1,30,1,0.0,2,0,0,735.79,0,3556.2739,0.0,0
823,France,0,44,1,0.0,2,0,1,182495.7,0,4025.6131000000005,0.0,1
565,Germany,0,32,4,90322.99,2,0,1,118740.37,0,107992.47,0.7606699333181014,0
631,Spain,1,23,3,0.0,2,1,0,13813.24,0,1818.5851,0.0,0
646,France,0,34,3,131283.11,1,0,0,130500.65,0,125156.5162,1.0059881235218098,0
676,Spain,1,48,1,131659.59,2,0,1,14152.15,0,121140.02260000001,9.302493791134836,0
850,Spain,0,54,4,120952.74,1,1,0,66963.15,0,118846.46260000001,1.806231244628656,1
810,France,0,38,9,153166.17,1,1,1,93261.69,0,133095.91100000002,1.6423091592146872,1
581,Spain,1,30,0,53291.86,1,0,0,196582.28,0,77234.6029,0.27109050169475246,0
718,France,0,35,2,167924.95,1,1,0,43024.64,0,142756.9748,3.9029041752778113,1
713,France,1,43,5,86394.14,1,1,1,130001.13,0,104343.02070000001,0.6645594191418248,1
672,France,0,50,1,0.0,1,1,0,12106.82,1,19960.8616,0.0,0
781,Spain,1,33,3,0.0,2,1,1,42556.33,0,540.9818,0.0,1
656,Spain,1,47,1,0.0,2,1,1,197961.93,0,4183.1944,0.0,0
583,France,0,31,4,158978.79,1,1,0,12538.92,0,134682.47890000002,12.677815328965417,0
808,Germany,0,37,2,100431.84,1,1,0,35140.49,1,109654.55839999998,2.857927765726496,1
721,Spain,1,33,5,0.0,2,0,1,117626.9,0,0.0,0.0,1
778,Germany,0,29,6,150358.97,1,1,0,62454.01,1,133157.6798,2.407476517896643,1
850,Spain,0,45,4,114347.85,2,1,1,109089.04,0,115072.10969999999,1.048196975635906,1
693,France,0,39,4,0.0,2,0,1,142331.39,0,0.0,0.0,0
520,France,1,34,4,134007.9,1,1,1,193209.11,0,125417.7182,0.6935863759924364,0
759,Germany,1,31,4,98899.91,1,1,1,47832.82,0,107487.03629999999,2.0675729013488784,1
637,France,1,60,3,0.0,2,1,1,70174.03,0,1154.531,0.0,0
755,Germany,1,40,2,137430.82,2,0,0,176768.59,0,123474.05050000003,0.7774573669600071,1
662,France,0,47,6,0.0,2,1,1,129392.75,0,0.0,0.0,0
503,France,0,37,8,0.0,2,1,1,97893.32,0,0.0,0.0,0
599,Germany,1,39,2,188976.89,2,0,1,176142.09,0,145806.04590000003,1.0728600821071097,0
583,Spain,0,40,4,0.0,2,1,0,114093.73,0,0.0,0.0,0
764,Spain,0,48,1,75990.97,1,1,0,158323.81,1,96478.7661,0.4799688058997197,1
513,France,1,29,10,0.0,2,0,1,25514.77,0,730.5437,0.0,0
730,Spain,1,62,5,112181.08,1,0,1,61513.87,0,118930.9227,1.823641665828116,1
820,Spain,1,34,10,97208.46,1,1,1,59553.34,0,110436.55889999997,1.6322649197354888,1
597,Spain,0,26,7,0.0,2,1,0,110253.2,0,1229.8514,0.0,0
637,France,1,32,5,0.0,1,0,0,148769.08,0,5368.199299999999,0.0,0
696,France,1,34,9,150856.79,1,0,1,8236.78,0,133896.69410000002,18.312796651525048,0
635,Germany,0,37,9,146748.07,1,0,1,11407.58,0,130200.66830000002,12.862956651923378,0
673,Spain,0,57,4,0.0,2,1,1,49684.09,0,2534.2854,0.0,0
662,Spain,1,33,3,0.0,2,0,1,68064.83,0,1139.9203,0.0,0
683,Spain,1,41,0,148863.17,1,1,1,163911.32,0,127800.6243,0.9081878043090355,0
850,France,1,55,6,0.0,1,1,0,944.41,1,25239.351899999998,0.0,1
815,Spain,1,28,6,0.0,2,0,1,185547.71,0,3239.8532,0.0,1
671,Spain,1,34,10,153360.02,1,1,0,140509.86,0,129527.93139999999,1.0914460277305256,0
601,France,0,40,3,92055.36,1,0,1,164652.02,1,107403.151,0.5590869818239593,0
709,Germany,0,39,9,124723.92,1,1,0,73641.86,0,124390.95760000004,1.6936322136321158,1
702,Germany,1,28,1,103033.83,1,1,1,40321.87,0,110002.5155,2.5552206477366317,1
558,France,1,40,6,0.0,2,1,0,173844.89,0,0.0,0.0,0
691,Spain,1,40,1,0.0,2,1,1,145613.17,0,390.4329,0.0,0
700,France,0,30,9,0.0,1,1,1,174971.64,0,18833.396400000005,0.0,0
667,France,1,33,4,0.0,2,1,1,131834.75,0,0.0,0.0,0
624,Germany,1,54,3,116726.22,1,1,0,110498.1,1,120355.28419999998,1.056354486145136,0
580,France,0,23,5,113923.81,2,0,0,196241.43,0,115875.17229999999,0.5805258832149602,0
571,Spain,0,31,3,0.0,2,1,1,194667.92,0,560.8469,0.0,0
